claim_id,sku,laptop_model,component_name,claim_date,failure_symptom,days_in_service_at_failure,repair_cost_usd,resolution
WC-00470,N2-SSD-0036,NimbusPad 2-in-1,SSD Storage,2025-06-17,Drive not detected,859,92.95,Refunded
WC-00471,WEX-DSP-0174,WorkHorse EliteBook X,Display Panel,2025-08-06,Dead pixels,395,201.3,Refunded
WC-00472,N2-DSP-0178,NimbusPad 2-in-1,Display Panel,2026-05-05,Dead pixels,539,86.7,Repaired
WC-00473,T1G-FAN-0158,TitanForce 15 Gaming,Cooling Fan,2024-12-27,Fan not spinning,508,240.91,Replaced
WC-00474,T1-FAN-0154,TravelLite 12,Cooling Fan,2024-05-22,Fan not spinning,179,80.55,Refunded
WC-00475,WEX-FAN-0065,WorkHorse EliteBook X,Cooling Fan,2024-07-10,Loud grinding noise,380,186.58,Replaced
WC-00476,N2-FAN-0198,NimbusPad 2-in-1,Cooling Fan,2025-02-28,Fan not spinning,747,47.3,Pending
WC-00477,WEX-FAN-0149,WorkHorse EliteBook X,Cooling Fan,2025-08-27,Loud grinding noise,672,252.51,Replaced
WC-00478,T1-MB-0078,TravelLite 12,Motherboard,2024-05-10,Random shutdowns,147,194.42,Replaced
WC-00479,N2-KB-0268,NimbusPad 2-in-1,Keyboard Assembly,2024-05-30,Keys unresponsive,180,88.6,Repaired
WC-00480,T1G-FAN-0158,TitanForce 15 Gaming,Cooling Fan,2025-02-19,Overheating,587,196.72,Refunded
WC-00481,AA1-BAT-0288,AeroBook Air 13,Battery,2024-08-09,Swelling detected,631,297.94,Pending
WC-00482,AP1-BAT-0055,AeroBook Pro 14,Battery,2026-04-30,Swelling detected,625,55.67,Repaired
WC-00483,AP1-BAT-0188,AeroBook Pro 14,Battery,2025-06-07,Swelling detected,181,221.39,Refunded
WC-00484,T1G-FAN-0277,TitanForce 15 Gaming,Cooling Fan,2025-09-02,Overheating,80,80.5,Pending
WC-00485,WEX-BAT-0042,WorkHorse EliteBook X,Battery,2024-01-17,Won't hold charge,545,259.98,Pending
WC-00486,AP1-FAN-0250,AeroBook Pro 14,Cooling Fan,2025-09-12,Loud grinding noise,191,150.62,Replaced
WC-00487,AA1-MB-0264,AeroBook Air 13,Motherboard,2025-06-28,Won't power on,105,152.44,Repaired
WC-00488,WEX-FAN-0271,WorkHorse EliteBook X,Cooling Fan,2025-07-06,Loud grinding noise,928,282.25,Pending
WC-00489,AA1-BAT-0159,AeroBook Air 13,Battery,2025-01-14,Won't hold charge,724,166.0,Repaired
WC-00490,T1G-KB-0284,TitanForce 15 Gaming,Keyboard Assembly,2025-05-08,Sticky keys,368,182.88,Replaced
WC-00491,T1-RAM-0133,TravelLite 12,RAM Module,2024-09-17,Memory not detected,794,81.27,Replaced
WC-00492,WEX-FAN-0087,WorkHorse EliteBook X,Cooling Fan,2026-06-16,Overheating,428,88.47,Replaced
WC-00493,N2-FAN-0211,NimbusPad 2-in-1,Cooling Fan,2026-03-19,Loud grinding noise,601,163.92,Replaced
WC-00494,T1-BAT-0116,TravelLite 12,Battery,2024-07-29,Battery not detected,833,105.03,Refunded
WC-00495,T1-MB-0037,TravelLite 12,Motherboard,2025-03-12,No display output,277,258.67,Pending
WC-00496,AA1-SSD-0170,AeroBook Air 13,SSD Storage,2025-09-18,Data corruption,706,128.27,Repaired
WC-00497,AA1-MB-0125,AeroBook Air 13,Motherboard,2026-03-13,Overheating / thermal shutdown,193,120.51,Pending
WC-00498,N2-KB-0080,NimbusPad 2-in-1,Keyboard Assembly,2024-11-10,Backlight failure,362,235.65,Pending
WC-00499,AA1-KB-0221,AeroBook Air 13,Keyboard Assembly,2026-05-25,Backlight failure,131,228.13,Pending
WC-00500,N2-KB-0237,NimbusPad 2-in-1,Keyboard Assembly,2024-06-14,Keys unresponsive,229,159.88,Refunded
WC-00501,T1-BAT-0242,TravelLite 12,Battery,2025-09-20,Battery not detected,710,216.44,Repaired
WC-00502,T1-MB-0120,TravelLite 12,Motherboard,2025-10-13,Won't power on,833,40.96,Repaired
WC-00503,WEX-FAN-0148,WorkHorse EliteBook X,Cooling Fan,2025-09-06,Fan not spinning,100,33.26,Repaired
WC-00504,T1-CAM-0114,TravelLite 12,Webcam Module,2025-09-15,Camera not detected,751,124.53,Pending
WC-00505,AA1-BAT-0187,AeroBook Air 13,Battery,2025-06-17,Swelling detected,738,289.61,Replaced
WC-00506,T1-KB-0287,TravelLite 12,Keyboard Assembly,2026-04-19,Keys unresponsive,665,155.89,Replaced
WC-00507,T1G-BAT-0064,TitanForce 15 Gaming,Battery,2025-11-03,Battery not detected,302,70.5,Repaired
WC-00508,AA1-BAT-0187,AeroBook Air 13,Battery,2025-11-21,Won't hold charge,378,83.19,Replaced
WC-00509,AP1-MB-0296,AeroBook Pro 14,Motherboard,2024-03-29,No display output,808,128.84,Pending
WC-00510,AA1-MB-0125,AeroBook Air 13,Motherboard,2024-07-24,Won't power on,764,215.53,Replaced
WC-00511,T1G-SSD-0167,TitanForce 15 Gaming,SSD Storage,2026-01-13,Drive not detected,946,181.14,Refunded
WC-00512,AA1-FAN-0294,AeroBook Air 13,Cooling Fan,2024-10-10,Loud grinding noise,630,289.47,Pending
WC-00513,T1-BAT-0278,TravelLite 12,Battery,2025-08-11,Won't hold charge,277,64.88,Replaced
WC-00514,T1-BAT-0169,TravelLite 12,Battery,2025-05-30,Swelling detected,358,284.9,Refunded
WC-00515,AA1-MB-0264,AeroBook Air 13,Motherboard,2026-04-12,No display output,720,141.19,Pending
WC-00516,AA1-SSD-0170,AeroBook Air 13,SSD Storage,2026-02-27,Boot failure,785,111.8,Pending
WC-00517,WEX-MB-0205,WorkHorse EliteBook X,Motherboard,2025-08-23,Won't power on,503,48.14,Replaced
WC-00518,T1-BAT-0117,TravelLite 12,Battery,2026-03-18,Won't hold charge,703,214.84,Refunded
WC-00519,AA1-MB-0125,AeroBook Air 13,Motherboard,2024-12-27,Won't power on,727,252.17,Repaired
WC-00520,N2-FAN-0088,NimbusPad 2-in-1,Cooling Fan,2025-02-12,Overheating,776,249.01,Replaced
WC-00521,T1-MB-0168,TravelLite 12,Motherboard,2024-07-01,Overheating / thermal shutdown,331,115.76,Refunded
WC-00522,T1-BAT-0058,TravelLite 12,Battery,2026-02-03,Battery not detected,962,274.33,Pending
WC-00523,AA1-KB-0221,AeroBook Air 13,Keyboard Assembly,2024-08-28,Backlight failure,257,263.73,Repaired
WC-00524,T1-BAT-0071,TravelLite 12,Battery,2026-05-04,Won't hold charge,866,191.3,Repaired
WC-00525,T1-FAN-0236,TravelLite 12,Cooling Fan,2024-05-02,Loud grinding noise,702,287.4,Pending
WC-00526,AA1-BAT-0187,AeroBook Air 13,Battery,2026-02-21,Battery not detected,990,27.04,Pending
WC-00527,AP1-SSD-0115,AeroBook Pro 14,SSD Storage,2024-11-18,Data corruption,929,295.83,Refunded
WC-00528,N2-MB-0152,NimbusPad 2-in-1,Motherboard,2026-02-21,No display output,417,78.3,Repaired
WC-00529,AA1-BAT-0017,AeroBook Air 13,Battery,2026-03-29,Swelling detected,499,282.8,Replaced
WC-00530,WEX-DSP-0155,WorkHorse EliteBook X,Display Panel,2025-02-07,Backlight bleed,804,64.82,Replaced
WC-00531,WEX-MB-0210,WorkHorse EliteBook X,Motherboard,2025-04-16,No display output,715,17.4,Repaired
WC-00532,T1-BAT-0117,TravelLite 12,Battery,2024-04-13,Swelling detected,380,189.64,Refunded
WC-00533,AA1-KB-0059,AeroBook Air 13,Keyboard Assembly,2024-09-26,Keys unresponsive,285,149.33,Refunded
WC-00534,T1-CAM-0112,TravelLite 12,Webcam Module,2025-05-25,Blurry/no image,225,134.44,Refunded
WC-00535,WEX-KB-0111,WorkHorse EliteBook X,Keyboard Assembly,2025-02-14,Sticky keys,471,66.27,Repaired
WC-00536,T1G-BAT-0297,TitanForce 15 Gaming,Battery,2025-12-03,Won't hold charge,843,43.46,Refunded
WC-00537,T1-BAT-0242,TravelLite 12,Battery,2025-07-22,Swelling detected,886,123.55,Repaired
WC-00538,T1G-BAT-0241,TitanForce 15 Gaming,Battery,2026-01-26,Won't hold charge,494,244.62,Repaired
WC-00539,AP1-CAM-0130,AeroBook Pro 14,Webcam Module,2024-05-17,Blurry/no image,814,153.69,Refunded
WC-00540,T1-BAT-0169,TravelLite 12,Battery,2025-08-04,Won't hold charge,417,43.21,Repaired
WC-00541,T1-BAT-0018,TravelLite 12,Battery,2026-04-13,Swelling detected,497,254.11,Replaced
WC-00542,N2-MB-0138,NimbusPad 2-in-1,Motherboard,2024-12-08,No display output,379,117.69,Refunded
WC-00543,WEX-FAN-0106,WorkHorse EliteBook X,Cooling Fan,2025-02-25,Loud grinding noise,369,262.2,Repaired
WC-00544,T1-FAN-0173,TravelLite 12,Cooling Fan,2025-10-27,Overheating,561,64.74,Refunded
WC-00545,AA1-CAM-0109,AeroBook Air 13,Webcam Module,2025-11-20,Blurry/no image,803,224.91,Replaced
WC-00546,T1-BAT-0117,TravelLite 12,Battery,2024-10-20,Swelling detected,656,287.63,Repaired
WC-00547,T1G-BAT-0194,TitanForce 15 Gaming,Battery,2024-12-11,Swelling detected,656,189.51,Pending
WC-00548,AA1-FAN-0258,AeroBook Air 13,Cooling Fan,2024-03-14,Loud grinding noise,175,112.93,Refunded
WC-00549,AP1-BAT-0096,AeroBook Pro 14,Battery,2024-10-25,Battery not detected,283,187.53,Pending
WC-00550,AA1-FAN-0086,AeroBook Air 13,Cooling Fan,2025-03-31,Fan not spinning,775,182.27,Pending
WC-00551,AP1-SSD-0126,AeroBook Pro 14,SSD Storage,2024-07-07,Boot failure,138,222.42,Refunded
WC-00552,T1G-KB-0284,TitanForce 15 Gaming,Keyboard Assembly,2025-12-18,Backlight failure,91,75.01,Pending
WC-00553,AA1-SSD-0035,AeroBook Air 13,SSD Storage,2024-03-06,Data corruption,571,30.34,Pending
WC-00554,N2-RAM-0161,NimbusPad 2-in-1,RAM Module,2024-03-26,Blue screen / crashes,278,191.16,Replaced
WC-00555,AA1-FAN-0197,AeroBook Air 13,Cooling Fan,2025-02-03,Fan not spinning,244,85.51,Refunded
WC-00556,N2-MB-0138,NimbusPad 2-in-1,Motherboard,2024-05-09,Random shutdowns,549,253.98,Replaced
WC-00557,T1G-MB-0013,TitanForce 15 Gaming,Motherboard,2024-12-31,No display output,894,150.7,Refunded
WC-00558,T1G-SSD-0167,TitanForce 15 Gaming,SSD Storage,2024-05-18,Drive not detected,562,65.46,Pending
WC-00559,T1-RAM-0192,TravelLite 12,RAM Module,2025-10-13,Memory not detected,546,197.34,Refunded
WC-00560,AP1-DSP-0273,AeroBook Pro 14,Display Panel,2025-05-08,Backlight bleed,242,244.34,Pending
WC-00561,N2-BAT-0092,NimbusPad 2-in-1,Battery,2025-02-26,Swelling detected,169,101.52,Replaced
WC-00562,AA1-CAM-0160,AeroBook Air 13,Webcam Module,2026-02-15,Camera not detected,362,96.73,Replaced
WC-00563,T1-FAN-0207,TravelLite 12,Cooling Fan,2025-05-18,Fan not spinning,316,17.6,Pending
WC-00564,T1G-BAT-0241,TitanForce 15 Gaming,Battery,2025-09-03,Won't hold charge,825,17.06,Refunded
WC-00565,T1-DSP-0060,TravelLite 12,Display Panel,2025-07-28,Screen flicker,414,86.22,Pending
WC-00566,AP1-KB-0251,AeroBook Pro 14,Keyboard Assembly,2024-08-13,Sticky keys,91,135.34,Repaired
WC-00567,T1G-FAN-0158,TitanForce 15 Gaming,Cooling Fan,2026-03-30,Overheating,836,212.77,Refunded
WC-00568,N2-FAN-0088,NimbusPad 2-in-1,Cooling Fan,2026-01-30,Overheating,838,91.61,Repaired
WC-00569,AA1-FAN-0258,AeroBook Air 13,Cooling Fan,2024-07-05,Loud grinding noise,306,46.45,Pending
WC-00570,AA1-BAT-0187,AeroBook Air 13,Battery,2024-10-05,Battery not detected,647,155.22,Refunded
WC-00571,AP1-FAN-0006,AeroBook Pro 14,Cooling Fan,2024-02-20,Overheating,32,67.99,Replaced
WC-00572,WEX-FAN-0087,WorkHorse EliteBook X,Cooling Fan,2024-05-08,Overheating,458,222.23,Repaired
WC-00573,AP1-SSD-0030,AeroBook Pro 14,SSD Storage,2024-01-16,Data corruption,232,112.45,Refunded
WC-00574,T1-FAN-0238,TravelLite 12,Cooling Fan,2025-05-25,Fan not spinning,484,213.63,Replaced
WC-00575,T1G-DSP-0100,TitanForce 15 Gaming,Display Panel,2026-05-13,Dead pixels,67,90.95,Pending
WC-00576,AA1-MB-0023,AeroBook Air 13,Motherboard,2025-04-26,Random shutdowns,206,270.27,Refunded
WC-00577,WEX-BAT-0249,WorkHorse EliteBook X,Battery,2026-04-28,Won't hold charge,134,292.76,Repaired
WC-00578,N2-DSP-0119,NimbusPad 2-in-1,Display Panel,2025-03-29,Dead pixels,765,298.44,Repaired
WC-00579,WEX-BAT-0145,WorkHorse EliteBook X,Battery,2026-02-28,Won't hold charge,543,204.81,Repaired
WC-00580,WEX-FAN-0148,WorkHorse EliteBook X,Cooling Fan,2025-11-28,Fan not spinning,968,107.07,Replaced
WC-00581,WEX-KB-0225,WorkHorse EliteBook X,Keyboard Assembly,2025-07-16,Backlight failure,135,87.19,Refunded
WC-00582,T1-FAN-0063,TravelLite 12,Cooling Fan,2024-02-23,Overheating,233,292.38,Repaired
WC-00583,N2-FAN-0193,NimbusPad 2-in-1,Cooling Fan,2024-11-28,Loud grinding noise,181,241.4,Replaced
WC-00584,N2-CAM-0122,NimbusPad 2-in-1,Webcam Module,2024-09-05,Camera not detected,53,180.61,Pending
WC-00585,T1-FAN-0207,TravelLite 12,Cooling Fan,2024-06-07,Fan not spinning,799,40.5,Repaired
WC-00586,T1-FAN-0154,TravelLite 12,Cooling Fan,2025-12-03,Overheating,356,280.29,Replaced
WC-00587,T1-BAT-0018,TravelLite 12,Battery,2025-10-22,Won't hold charge,728,167.86,Replaced
WC-00588,T1-MB-0041,TravelLite 12,Motherboard,2024-08-26,No display output,581,239.74,Refunded
WC-00589,T1-BAT-0242,TravelLite 12,Battery,2025-03-25,Battery not detected,207,21.09,Pending
WC-00590,AA1-FAN-0110,AeroBook Air 13,Cooling Fan,2024-05-17,Fan not spinning,930,26.25,Pending
WC-00591,T1-BAT-0169,TravelLite 12,Battery,2025-07-09,Battery not detected,511,69.09,Repaired
WC-00592,WEX-MB-0166,WorkHorse EliteBook X,Motherboard,2024-11-27,Overheating / thermal shutdown,291,262.28,Repaired
WC-00593,T1-RAM-0022,TravelLite 12,RAM Module,2024-06-07,Memory not detected,312,248.53,Refunded
WC-00594,T1-SSD-0141,TravelLite 12,SSD Storage,2026-03-05,Drive not detected,528,123.03,Repaired
WC-00595,N2-CAM-0265,NimbusPad 2-in-1,Webcam Module,2025-09-26,Blurry/no image,804,191.76,Refunded
WC-00596,T1-FAN-0218,TravelLite 12,Cooling Fan,2025-11-05,Overheating,848,125.43,Pending
WC-00597,T1G-FAN-0233,TitanForce 15 Gaming,Cooling Fan,2024-06-06,Overheating,299,106.94,Refunded
WC-00598,T1-MB-0037,TravelLite 12,Motherboard,2025-06-19,Won't power on,54,253.03,Repaired
WC-00599,AA1-SSD-0057,AeroBook Air 13,SSD Storage,2024-02-02,Boot failure,119,153.33,Replaced
WC-00600,N2-KB-0010,NimbusPad 2-in-1,Keyboard Assembly,2025-10-19,Sticky keys,683,154.62,Refunded
WC-00601,N2-FAN-0015,NimbusPad 2-in-1,Cooling Fan,2024-08-14,Overheating,745,35.2,Repaired
WC-00602,AA1-FAN-0197,AeroBook Air 13,Cooling Fan,2026-05-02,Loud grinding noise,489,243.29,Replaced
WC-00603,AA1-FAN-0110,AeroBook Air 13,Cooling Fan,2026-01-31,Fan not spinning,851,120.18,Replaced
WC-00604,AP1-FAN-0250,AeroBook Pro 14,Cooling Fan,2024-09-29,Overheating,51,224.28,Refunded
WC-00605,AA1-MB-0023,AeroBook Air 13,Motherboard,2024-08-09,Won't power on,113,221.67,Pending
WC-00606,N2-KB-0061,NimbusPad 2-in-1,Keyboard Assembly,2025-06-22,Backlight failure,264,177.46,Repaired
WC-00607,T1-BAT-0169,TravelLite 12,Battery,2025-07-25,Swelling detected,774,45.07,Refunded
WC-00608,WEX-MB-0205,WorkHorse EliteBook X,Motherboard,2025-12-20,Overheating / thermal shutdown,914,44.67,Repaired
WC-00609,T1-MB-0168,TravelLite 12,Motherboard,2025-05-31,No display output,683,60.08,Pending
WC-00610,AA1-DSP-0280,AeroBook Air 13,Display Panel,2024-11-18,Backlight bleed,342,255.78,Pending
WC-00611,T1G-FAN-0233,TitanForce 15 Gaming,Cooling Fan,2025-03-16,Overheating,341,188.4,Repaired
WC-00612,T1-BAT-0116,TravelLite 12,Battery,2025-07-17,Battery not detected,270,117.6,Pending
WC-00613,N2-MB-0138,NimbusPad 2-in-1,Motherboard,2025-02-10,Won't power on,753,24.88,Refunded
WC-00614,T1-KB-0182,TravelLite 12,Keyboard Assembly,2025-06-14,Keys unresponsive,921,101.02,Refunded
WC-00615,T1G-FAN-0298,TitanForce 15 Gaming,Cooling Fan,2024-08-07,Fan not spinning,32,234.88,Refunded
WC-00616,T1G-KB-0276,TitanForce 15 Gaming,Keyboard Assembly,2025-06-07,Backlight failure,594,278.89,Repaired
WC-00617,AP1-FAN-0033,AeroBook Pro 14,Cooling Fan,2025-04-16,Fan not spinning,169,54.45,Refunded
WC-00618,N2-KB-0268,NimbusPad 2-in-1,Keyboard Assembly,2024-09-12,Keys unresponsive,272,246.16,Replaced
WC-00619,T1G-DSP-0172,TitanForce 15 Gaming,Display Panel,2025-08-05,Dead pixels,761,37.0,Refunded
WC-00620,AA1-KB-0239,AeroBook Air 13,Keyboard Assembly,2024-06-26,Sticky keys,855,271.22,Replaced
WC-00621,T1-KB-0182,TravelLite 12,Keyboard Assembly,2024-11-03,Keys unresponsive,758,245.38,Pending
WC-00622,T1G-SSD-0024,TitanForce 15 Gaming,SSD Storage,2024-02-27,Data corruption,366,265.74,Pending
WC-00623,AA1-RAM-0127,AeroBook Air 13,RAM Module,2026-06-07,Blue screen / crashes,900,234.56,Replaced
WC-00624,N2-FAN-0193,NimbusPad 2-in-1,Cooling Fan,2025-10-09,Fan not spinning,65,101.86,Replaced
WC-00625,N2-RAM-0097,NimbusPad 2-in-1,RAM Module,2025-08-01,Blue screen / crashes,344,158.18,Repaired
WC-00626,WEX-RAM-0049,WorkHorse EliteBook X,RAM Module,2025-11-20,Memory not detected,466,229.56,Replaced
WC-00627,T1-DSP-0069,TravelLite 12,Display Panel,2024-10-23,Screen flicker,161,52.67,Replaced
WC-00628,WEX-FAN-0149,WorkHorse EliteBook X,Cooling Fan,2026-02-02,Loud grinding noise,571,128.77,Replaced
WC-00629,WEX-MB-0123,WorkHorse EliteBook X,Motherboard,2025-03-20,Random shutdowns,790,53.44,Repaired
WC-00630,N2-MB-0152,NimbusPad 2-in-1,Motherboard,2025-10-29,Random shutdowns,584,190.56,Repaired
WC-00631,T1-SSD-0077,TravelLite 12,SSD Storage,2024-09-29,Data corruption,341,210.15,Replaced
WC-00632,T1-MB-0037,TravelLite 12,Motherboard,2025-02-27,Overheating / thermal shutdown,384,114.27,Refunded
WC-00633,WEX-FAN-0106,WorkHorse EliteBook X,Cooling Fan,2025-11-02,Loud grinding noise,798,101.87,Refunded
WC-00634,AA1-BAT-0187,AeroBook Air 13,Battery,2026-04-02,Swelling detected,648,56.56,Replaced
WC-00635,T1G-FAN-0277,TitanForce 15 Gaming,Cooling Fan,2024-08-27,Loud grinding noise,711,121.54,Replaced
WC-00636,T1-MB-0037,TravelLite 12,Motherboard,2024-02-25,Random shutdowns,981,191.99,Repaired
WC-00637,T1G-KB-0262,TitanForce 15 Gaming,Keyboard Assembly,2026-04-19,Sticky keys,24,112.83,Replaced
WC-00638,N2-BAT-0092,NimbusPad 2-in-1,Battery,2025-04-27,Won't hold charge,349,74.57,Repaired
WC-00639,T1G-BAT-0064,TitanForce 15 Gaming,Battery,2025-06-19,Swelling detected,571,152.66,Repaired
WC-00640,T1G-KB-0209,TitanForce 15 Gaming,Keyboard Assembly,2025-11-15,Keys unresponsive,395,181.16,Replaced
WC-00641,WEX-CAM-0081,WorkHorse EliteBook X,Webcam Module,2024-03-02,Blurry/no image,215,239.92,Refunded
WC-00642,WEX-RAM-0016,WorkHorse EliteBook X,RAM Module,2025-11-01,Blue screen / crashes,78,125.76,Refunded
WC-00643,N2-FAN-0198,NimbusPad 2-in-1,Cooling Fan,2025-11-06,Fan not spinning,895,45.75,Refunded
WC-00644,T1G-KB-0262,TitanForce 15 Gaming,Keyboard Assembly,2025-10-26,Sticky keys,246,294.24,Replaced
WC-00645,WEX-FAN-0271,WorkHorse EliteBook X,Cooling Fan,2025-05-11,Overheating,554,40.09,Repaired
WC-00646,T1-FAN-0154,TravelLite 12,Cooling Fan,2025-04-13,Overheating,958,218.05,Replaced
WC-00647,T1-MB-0078,TravelLite 12,Motherboard,2025-06-26,No display output,351,154.63,Repaired
WC-00648,AP1-FAN-0006,AeroBook Pro 14,Cooling Fan,2025-12-01,Fan not spinning,373,193.19,Repaired
WC-00649,AP1-MB-0300,AeroBook Pro 14,Motherboard,2025-05-28,No display output,841,32.67,Refunded
WC-00650,AA1-MB-0264,AeroBook Air 13,Motherboard,2026-04-14,Won't power on,976,173.16,Refunded
WC-00651,T1-BAT-0071,TravelLite 12,Battery,2024-12-15,Swelling detected,682,54.12,Pending
WC-00652,AA1-BAT-0159,AeroBook Air 13,Battery,2025-11-25,Battery not detected,903,193.27,Repaired
WC-00653,WEX-SSD-0128,WorkHorse EliteBook X,SSD Storage,2025-08-09,Boot failure,446,291.6,Refunded
WC-00654,N2-MB-0138,NimbusPad 2-in-1,Motherboard,2024-05-14,Random shutdowns,678,54.49,Repaired
WC-00655,AP1-MB-0259,AeroBook Pro 14,Motherboard,2024-11-12,Random shutdowns,450,298.77,Repaired
WC-00656,AA1-FAN-0197,AeroBook Air 13,Cooling Fan,2025-08-01,Loud grinding noise,335,34.33,Replaced
WC-00657,T1-BAT-0058,TravelLite 12,Battery,2026-05-09,Won't hold charge,754,23.4,Refunded
WC-00658,AA1-MB-0264,AeroBook Air 13,Motherboard,2025-02-27,Overheating / thermal shutdown,320,141.26,Refunded
WC-00659,T1G-DSP-0048,TitanForce 15 Gaming,Display Panel,2024-07-11,Dead pixels,144,67.65,Refunded
WC-00660,AA1-MB-0184,AeroBook Air 13,Motherboard,2025-09-19,Random shutdowns,620,81.17,Replaced
WC-00661,AA1-FAN-0110,AeroBook Air 13,Cooling Fan,2025-12-05,Fan not spinning,147,158.16,Pending
WC-00662,T1-RAM-0213,TravelLite 12,RAM Module,2025-01-17,Blue screen / crashes,882,125.43,Pending
WC-00663,WEX-MB-0044,WorkHorse EliteBook X,Motherboard,2024-07-16,Random shutdowns,43,131.45,Replaced
WC-00664,T1G-FAN-0277,TitanForce 15 Gaming,Cooling Fan,2025-02-26,Loud grinding noise,770,206.33,Repaired
WC-00665,WEX-MB-0229,WorkHorse EliteBook X,Motherboard,2024-03-08,Random shutdowns,959,287.09,Pending
WC-00666,T1G-KB-0262,TitanForce 15 Gaming,Keyboard Assembly,2025-05-16,Backlight failure,342,262.03,Repaired
WC-00667,T1-CAM-0134,TravelLite 12,Webcam Module,2026-03-05,Camera not detected,632,224.57,Pending
WC-00668,N2-DSP-0217,NimbusPad 2-in-1,Display Panel,2025-02-07,Backlight bleed,971,226.6,Replaced
WC-00669,AA1-BAT-0159,AeroBook Air 13,Battery,2025-04-07,Swelling detected,856,265.16,Repaired
WC-00670,AA1-BAT-0159,AeroBook Air 13,Battery,2025-02-09,Battery not detected,50,173.94,Replaced
WC-00671,N2-KB-0061,NimbusPad 2-in-1,Keyboard Assembly,2025-03-26,Sticky keys,915,101.8,Refunded
WC-00672,WEX-BAT-0145,WorkHorse EliteBook X,Battery,2025-03-08,Swelling detected,637,276.92,Repaired
WC-00673,WEX-BAT-0145,WorkHorse EliteBook X,Battery,2025-10-23,Swelling detected,102,220.95,Replaced
WC-00674,T1-BAT-0058,TravelLite 12,Battery,2025-08-22,Battery not detected,569,53.56,Pending
WC-00675,AP1-MB-0098,AeroBook Pro 14,Motherboard,2024-01-26,Random shutdowns,474,183.24,Repaired
WC-00676,N2-CAM-0265,NimbusPad 2-in-1,Webcam Module,2024-04-02,Blurry/no image,341,212.14,Repaired
WC-00677,AA1-KB-0216,AeroBook Air 13,Keyboard Assembly,2024-05-06,Keys unresponsive,126,216.27,Refunded
WC-00678,N2-DSP-0028,NimbusPad 2-in-1,Display Panel,2025-12-25,Screen flicker,754,240.45,Repaired
WC-00679,T1-BAT-0117,TravelLite 12,Battery,2025-01-24,Won't hold charge,796,63.7,Refunded
WC-00680,T1G-BAT-0171,TitanForce 15 Gaming,Battery,2025-11-06,Won't hold charge,176,262.61,Repaired
WC-00681,T1G-DSP-0234,TitanForce 15 Gaming,Display Panel,2024-02-22,Screen flicker,325,103.21,Pending
WC-00682,N2-FAN-0088,NimbusPad 2-in-1,Cooling Fan,2024-07-04,Loud grinding noise,930,52.5,Repaired
WC-00683,AP1-SSD-0003,AeroBook Pro 14,SSD Storage,2026-02-22,Data corruption,22,145.71,Pending
WC-00684,WEX-MB-0166,WorkHorse EliteBook X,Motherboard,2024-01-06,Overheating / thermal shutdown,253,76.81,Pending
WC-00685,T1-SSD-0141,TravelLite 12,SSD Storage,2025-03-28,Boot failure,625,186.03,Repaired
WC-00686,AA1-MB-0264,AeroBook Air 13,Motherboard,2024-10-11,Random shutdowns,60,67.68,Replaced
WC-00687,AA1-FAN-0197,AeroBook Air 13,Cooling Fan,2024-02-07,Loud grinding noise,884,24.24,Refunded
WC-00688,T1-KB-0101,TravelLite 12,Keyboard Assembly,2024-03-30,Keys unresponsive,121,133.83,Repaired
WC-00689,AP1-BAT-0051,AeroBook Pro 14,Battery,2024-10-18,Battery not detected,686,212.08,Repaired
WC-00690,AA1-FAN-0294,AeroBook Air 13,Cooling Fan,2026-02-06,Overheating,378,280.47,Replaced
WC-00691,T1G-FAN-0233,TitanForce 15 Gaming,Cooling Fan,2024-11-26,Fan not spinning,929,123.0,Replaced
WC-00692,WEX-MB-0229,WorkHorse EliteBook X,Motherboard,2026-05-13,Won't power on,309,149.18,Replaced
WC-00693,T1G-KB-0209,TitanForce 15 Gaming,Keyboard Assembly,2024-10-08,Sticky keys,549,132.92,Repaired
WC-00694,T1G-KB-0209,TitanForce 15 Gaming,Keyboard Assembly,2025-09-18,Keys unresponsive,121,177.84,Replaced
WC-00695,AA1-KB-0151,AeroBook Air 13,Keyboard Assembly,2025-12-06,Backlight failure,966,239.63,Refunded
WC-00696,T1-CAM-0134,TravelLite 12,Webcam Module,2026-05-18,Blurry/no image,275,164.74,Refunded
WC-00697,T1-BAT-0278,TravelLite 12,Battery,2025-09-21,Battery not detected,518,163.12,Pending
WC-00698,N2-MB-0152,NimbusPad 2-in-1,Motherboard,2024-07-03,Random shutdowns,735,97.79,Repaired
WC-00699,T1-DSP-0002,TravelLite 12,Display Panel,2024-01-25,Screen flicker,650,242.07,Repaired
WC-00700,T1G-BAT-0241,TitanForce 15 Gaming,Battery,2025-02-28,Swelling detected,56,110.13,Repaired
WC-00701,AA1-FAN-0005,AeroBook Air 13,Cooling Fan,2024-07-25,Overheating,298,87.51,Replaced
WC-00702,N2-BAT-0092,NimbusPad 2-in-1,Battery,2025-06-02,Battery not detected,341,233.6,Replaced
WC-00703,T1-FAN-0207,TravelLite 12,Cooling Fan,2024-12-15,Fan not spinning,751,177.14,Replaced
WC-00704,T1G-BAT-0252,TitanForce 15 Gaming,Battery,2024-07-17,Swelling detected,863,111.31,Pending
WC-00705,T1G-FAN-0275,TitanForce 15 Gaming,Cooling Fan,2026-03-27,Loud grinding noise,671,53.69,Repaired
